Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,School
Chad Earle,CB,Monterey Park,CA,6'2'',205,,East Los Angeles College,,,,,2019,San Jose State,,,
Natano Woods,QB,Kent,WA,6'4'',250,,Kentridge High School,,,,,2019,San Jose State,,,
Isaiah Holiness,WR,Redlands,CA,6'0'',175,,Redlands Community College,,,,,2019,San Jose State,,,
Scott Breslin,OG,Burbank,CA,6'3'',285,,Ventura College,,,,,2019,San Jose State,,,
Cameron Hanson,ILB,Chula Vista,CA,6'1'',230,,Southwestern College,,,,,2019,San Jose State,,,
Derrick Deese Jr.,TE-Y,La Palma,CA,6'4'',235,,Golden West College,,NR,NR,NR,2019,San Jose State,,,
Lando Grey,DT,Hayward,CA,6'2'',265,,Chaffey College,,NR,,,2019,San Jose State,,,
Lando Grey,DT,Hayward,CA,6'2'',265,,Chabot College,,,,,2019,San Jose State,,,
Quinn Oseland,OT,Springfield,IL,6'6'',305,,University of Minnesota,,,,,2019,San Jose State,,,
Alex Galland,K,Bakersfield,CA,6'2'',200,,,,,,,2019,San Jose State,,,
Jay Kakiva,DT,Fresno,CA,6'3'',290,,76,San José State,11,,,2020,San Jose State, None, None,
Shamar Garrett,RB,Concord,CA,5'8'',180,,74,San José State,101,,,2020,San Jose State,,,
Jalen Apalit-Williams,S,Walnut Creek,CA,6'2'',175,,73,San José State,234,,,2020,San Jose State, None,133,
Mikale Greer,ATH,Lawndale,CA,6'2'',185,,73,San José State,125,,,2020,San Jose State,243,138,
Keydrell Lewis,OT,Charlotte,NC,6'6'',325,,73,San José State,156,,,2020,San Jose State,801,58,
Grady Manley,DE,Los Angeles,CA,6'3'',260,,72,San José State,209,,,2020,San Jose State,302,168,
Elijah Wood,OLB,Stockton,CA,6'3'',205,,72,San José State,159,,,2020,San Jose State,304,169,
Malik Welch,CB,Torrance,CA,6'1'',195,,72,San José State,33,,,2020,San Jose State, NR, NR,
Sam Olson,TE-Y,Visalia,CA,6'3'',225,,72,San José State,53,,,2020,San Jose State,,,
Noah Wright,DT,Lemoore,CA,6'5'',315,,71,San José State,,,,2020,San Jose State,,,
Lamar Barrett,OT,Bartow,FL,6'4'',325,,71,San José State,30,,,2020,San Jose State,,,
Zavion Reese,CB,San Marcos,CA,6'1'',170,,71,San José State,190,,,2020,San Jose State,,,
Soane Toia,DT,Simi Valley,CA,6'0'',275,,71,San José State,143,,,2020,San Jose State,,,
Jalen Bainer,ATH,San Marcos,CA,5'11'',180,,70,San José State,182,,,2020,San Jose State,,,
Dion Leonard,OLB,Milpitas,CA,6'3'',210,,70,San José State,18,,,2020,San Jose State,,,
Chance Johnson,S,Spring Valley,CA,6'0'',185,,69,San José State,178,,,2020,San Jose State,384,215,
Elijah Lawson,S,Hayward,CA,6'2'',200,,68,San José State,182,,,2020,San Jose State,,,
Tre Smith,,Mesa,AZ,6'4'',225,,NR,San José State,NR,,,2020,San Jose State, NR, NR,
Terence Loville,ATH,Gardena,CA,6'0'',170,,NR,San José State,NR,,,2020,San Jose State, None, None,
Kenyon Reed,CB,Manhattan,KS,6'0'',170,,TR,San José State,,,,2020,San Jose State,,,
Nick Starkel,QB-PP,Argyle,TX,6'3'',214,,TR,San José State,,,,2020,San Jose State,,,
Walker Eget,QB-PP,Valencia,CA,6'3'',200,76,San José State Spartans,,42,,,2021,San Jose State,129,78,
Branden Alvarez,WR,Corona,CA,5'11'',180,73,San José State Spartans,,232,,,2021,San Jose State,215,128,
Nathan Lewis,ATH,Carmichael,CA,6'4'',200,73,San José State Spartans,,133,,,2021,San Jose State,230,136,
Bryun Parham,OLB,Long Beach,CA,6'1'',210,73,San José State Spartans,,150,,,2021,San Jose State,232,137,
Kavon Baptiste,CB,Riverside,CA,6'2'',180,72,San José State Spartans,,161,,,2021,San Jose State,262,156,
Kai Peterson-Davison,OC,Kentfield,CA,6'2'',270,72,San José State Spartans,,17,,,2021,San Jose State,269,160,
Fernando Carmona,TE-Y,Las Vegas,NV,6'4'',220,71,San José State Spartans,,69,,,2021,San Jose State,,,
Marcel Sanders,DE,Fresno,CA,6'3'',230,71,San José State Spartans,,205,,,2021,San Jose State,281,167,
Assani Berkeley,ATH,San Luis Obispo,CA,6'1'',180,71,San José State Spartans,,171,,,2021,San Jose State,,,
Leonard Glass,RB,Fresno,CA,5'9'',175,71,San José State Spartans,,5,,,2021,San Jose State, None, None,
Ryan Stewart,OT,Frankfort,IL,6'5'',250,69,San José State Spartans,,195,,,2021,San Jose State,322,68,
Donald McKinney,WR,Santa Ana,CA,,NRS,San José State Spartans,,,,,,2021,San Jose State, None, None,
Matthew Tago,OLB,Quartz Hill,CA,6'3'',230,TR,San José State Spartans,,,,,2021,San Jose State, None, None,
Dejon Roney,DT,Etiwanda,CA,6'3'',295,4,80,,31,,,2022,San Jose State,53,27,San Jose State
Justin Eklund,OLB,Folsom,CA,6'3'',225,4,76,,71,,,2022,San Jose State,,,San Jose State
Jairus Satele,DT,Bellflower,CA,6'1'',305,3,75,,90,,,2022,San Jose State,181,94,San Jose State
Justin Stearns,OLB,San Diego,CA,6'2'',200,3,75,,94,,,2022,San Jose State,,,San Jose State
Uluakinofo Taliauli,OG,Mountain View,CA,6'3'',265,3,75,,61,,,2022,San Jose State,,,San Jose State
Jakob Galloway,ATH,Wilmington,CA,5'10'',215,4,74,,132,,,2022,San Jose State,219,109,San Jose State
Damonie Perkins,ILB,Concord,CA,6'1'',210,4,74,,46,,,2022,San Jose State,,,San Jose State
Tyler Voss,QB-PP,Valencia,CA,6'3'',185,4,74,,237,,,2022,San Jose State,67,118,San Jose State
Denaris DeRosa Jr.,OG,Mountain View,CA,6'3'',265,3,73,,73,,,2022,San Jose State,88,,San Jose State
Jordan Pollard,OLB,Las Vegas,NV,6'2'',210,3,73,,122,,,2022,San Jose State,,,San Jose State
Jaylan Lawson,S,Monmouth Junction,NJ,6'2'',200,3,73,,13,,,2022,San Jose State,,,San Jose State
Cieonta Davis,WR,Compton,CA,6'1'',200,3,73,,229,,,2022,San Jose State,262,128,San Jose State
Jake Steele,OT,Murrieta,CA,6'4'',265,3,72,,179,,,2022,San Jose State,,,San Jose State
Kejuan Bullard,ATH,San Pedro,CA,6'1'',180,3,72,,165,,,2022,San Jose State,276,136,San Jose State
Anthony Garcia,QB-DT,Sacramento,CA,6'2'',185,3,72,,48,,,2022,San Jose State,,,San Jose State
Camdan McWright,RB,Panorama City,CA,5'11'',190,3,72,,114,,,2022,San Jose State,283,140,San Jose State
Noah Lavulo,DE,Burlingame,CA,6'3'',250,3,72,,13,,,2022,San Jose State, NR, NR,San Jose State
Viliami Teu,RB,La Canada,CA,5'10'',190,3,71,,,,,2022,San Jose State,,,San Jose State
Kamaehu Kaawalauole,TE,Ewa Beach,HI,6'5'',210.0,,70.0,San José State,51,,,2023,San Jose State,283,11,
Keynan Higgins,WR,Pittsburg,CA,,,,,San José State,,,,2023,San Jose State, None, None,
Imari Conley,CB,Fresno,CA,5'11'',190.0,,,San José State,NR,,,2023,San Jose State, NR, NR,
Hunter Nowell,S,Bellflower,CA,6'1'',190.0,,,San José State,,,,2023,San Jose State,,,
Greco Carrillo,S,Folsom,CA,5'9'',170.0,,,San José State,,,,2023,San Jose State, None, None,
Alexander Cobbs,DE,Long Beach,CA,6'4'',215.0,,,San José State,,,,2023,San Jose State, None, None,
Luke Griskey,OT,Huntley,IL,6'5'',260.0,,,San José State,NR,,,2023,San Jose State,,,
Vaka Hansen,DT,Bellflower,CA,6'1'',295.0,,,San José State,,,,2023,San Jose State, NR, NR,
Nate Hale,OT,Orange,CA,6'4'',270.0,,,San José State,,,,2023,San Jose State, None, None,
Dylan Lee,ILB,Manteca,CA,6'2'',215.0,,,San José State,NR,,,2023,San Jose State,,,
Kade Millard,OLB,Pleasanton,CA,6'2'',215.0,,,San José State,NR,,,2023,San Jose State,,,
Noah McNeal-Franklin,OLB,Vallejo,CA,6'1'',215.0,,,San José State,,,,2023,San Jose State, None, None,
Tavarius Pitts,DE,Atlanta,GA,6'3'',250.0,,,San José State,,,,2023,San Jose State,,,
Isiah Revis,S,Las Vegas,NV,5'10'',195.0,,,San José State,,,,2023,San Jose State, None, None,
Quali Conley,RB,Fresno,CA,6'0'',200.0,,,San José State,,,,2023,San Jose State, None, None,
Jay Butterfield,QB,Brentwood,CA,6'6'',218.0,,,San José State,,,,2023,San Jose State, None, None,
